Taxa	Genotype	Country	Date
KP406296.1	HBV-B	Taiwan, Province of China	2006
KP406295.1	HBV-B	Taiwan, Province of China	2006
KP406294.1	HBV-B	Taiwan, Province of China	2004
KP406293.1	HBV-B	Taiwan, Province of China	2004
KP406292.1	HBV-B	Taiwan, Province of China	2004
KP406291.1	HBV-B	Taiwan, Province of China	2004
KP406290.1	HBV-B	Taiwan, Province of China	2004
KP406289.1	HBV-B	Taiwan, Province of China	2004
KP406288.1	HBV-B	Taiwan, Province of China	2004
KP406287.1	HBV-B	Taiwan, Province of China	2004
KP406286.1	HBV-B	Taiwan, Province of China	2004
KP406285.1	HBV-B	Taiwan, Province of China	2004
KP406284.1	HBV-B	Taiwan, Province of China	2004
KP406283.1	HBV-B	Taiwan, Province of China	2004
KP406282.1	HBV-B	Taiwan, Province of China	2004
KP406281.1	HBV-B	Taiwan, Province of China	2004
KP406280.1	HBV-B	Taiwan, Province of China	2008
KP406279.1	HBV-B	Taiwan, Province of China	2008
KP406278.1	HBV-B	Taiwan, Province of China	2008
KP406277.1	HBV-B	Taiwan, Province of China	2008
KP406276.1	HBV-B	Taiwan, Province of China	2008
KP406275.1	HBV-B	Taiwan, Province of China	2008
KP406274.1	HBV-B	Taiwan, Province of China	2008
KP406273.1	HBV-B	Taiwan, Province of China	2008
KP406272.1	HBV-B	Taiwan, Province of China	2008
KP406271.1	HBV-B	Taiwan, Province of China	2008
KP406270.1	HBV-B	Taiwan, Province of China	2008
KP406269.1	HBV-B	Taiwan, Province of China	2008
KP406268.1	HBV-B	Taiwan, Province of China	2008
KP406267.1	HBV-B	Taiwan, Province of China	2008
KP406266.1	HBV-B	Taiwan, Province of China	2008
KP406265.1	HBV-B	Taiwan, Province of China	2008
KP406264.1	HBV-B	Taiwan, Province of China	2008
KP406263.1	HBV-B	Taiwan, Province of China	2008
KP406262.1	HBV-B	Taiwan, Province of China	2008
KP406261.1	HBV-B	Taiwan, Province of China	2008
KP406260.1	HBV-B	Taiwan, Province of China	2008
KP406259.1	HBV-B	Taiwan, Province of China	2008
KP406258.1	HBV-B	Taiwan, Province of China	2008
KP406257.1	HBV-B	Taiwan, Province of China	2008
KP406256.1	HBV-B	Taiwan, Province of China	2008
KP406255.1	HBV-B	Taiwan, Province of China	2008
KP406254.1	HBV-B	Taiwan, Province of China	2008
KP406253.1	HBV-B	Taiwan, Province of China	2008
KP406252.1	HBV-B	Taiwan, Province of China	2008
KP406251.1	HBV-B	Taiwan, Province of China	2008
KP406250.1	HBV-B	Taiwan, Province of China	2008
KP406249.1	HBV-B	Taiwan, Province of China	2008
KP406248.1	HBV-B	Taiwan, Province of China	2008
KP406247.1	HBV-B	Taiwan, Province of China	2008
KP406246.1	HBV-B	Taiwan, Province of China	2008
KP406245.1	HBV-B	Taiwan, Province of China	2008
KP406244.1	HBV-B	Taiwan, Province of China	2008
KP406243.1	HBV-B	Taiwan, Province of China	2009
KP406242.1	HBV-B	Taiwan, Province of China	2009
KP406241.1	HBV-B	Taiwan, Province of China	2009
KP406240.1	HBV-B	Taiwan, Province of China	2009
KP406239.1	HBV-B	Taiwan, Province of China	2009
KP406238.1	HBV-B	Taiwan, Province of China	2009
KP406237.1	HBV-B	Taiwan, Province of China	2009
KP406236.1	HBV-B	Taiwan, Province of China	2009
KP406235.1	HBV-B	Taiwan, Province of China	2009
KP406234.1	HBV-B	Taiwan, Province of China	2009
KP406233.1	HBV-B	Taiwan, Province of China	2009
KP406232.1	HBV-B	Taiwan, Province of China	2009
KP406231.1	HBV-B	Taiwan, Province of China	2006
KP406230.1	HBV-B	Taiwan, Province of China	2006
KP406229.1	HBV-B	Taiwan, Province of China	2006
KP406228.1	HBV-B	Taiwan, Province of China	2006
KP406227.1	HBV-B	Taiwan, Province of China	2006
KP406226.1	HBV-B	Taiwan, Province of China	2006
KP406225.1	HBV-B	Taiwan, Province of China	2006
KP406224.1	HBV-B	Taiwan, Province of China	2006
KP406223.1	HBV-B	Taiwan, Province of China	2006
KP406222.1	HBV-B	Taiwan, Province of China	2006
KP406221.1	HBV-B	Taiwan, Province of China	2006
KP406220.1	HBV-B	Taiwan, Province of China	2006
KP406219.1	HBV-B	Taiwan, Province of China	2010
KP406218.1	HBV-B	Taiwan, Province of China	2010
KP406217.1	HBV-B	Taiwan, Province of China	2010
KP406216.1	HBV-B	Taiwan, Province of China	2010
KP406215.1	HBV-B	Taiwan, Province of China	2010
KP406214.1	HBV-B	Taiwan, Province of China	2010
KP406213.1	HBV-B	Taiwan, Province of China	2010
KP406212.1	HBV-B	Taiwan, Province of China	2010
KP406211.1	HBV-B	Taiwan, Province of China	2010
KP406210.1	HBV-B	Taiwan, Province of China	2010
KP406209.1	HBV-B	Taiwan, Province of China	2010
KP406208.1	HBV-B	Taiwan, Province of China	2010
KP406207.1	HBV-B	Taiwan, Province of China	2010
KP406206.1	HBV-B	Taiwan, Province of China	2010
KP406205.1	HBV-B	Taiwan, Province of China	2010
KP406204.1	HBV-B	Taiwan, Province of China	2010
KP406203.1	HBV-B	Taiwan, Province of China	2010
KP406202.1	HBV-B	Taiwan, Province of China	2010
KP406201.1	HBV-B	Taiwan, Province of China	2010
KP406200.1	HBV-B	Taiwan, Province of China	2010
KP406199.1	HBV-B	Taiwan, Province of China	2010
KP406198.1	HBV-B	Taiwan, Province of China	2010
KP406197.1	HBV-B	Taiwan, Province of China	2010
KP406196.1	HBV-B	Taiwan, Province of China	2010
KP406195.1	HBV-B	Taiwan, Province of China	2010
KP406194.1	HBV-B	Taiwan, Province of China	2010
KP406193.1	HBV-B	Taiwan, Province of China	2010
KP406192.1	HBV-B	Taiwan, Province of China	2010
KP406191.1	HBV-B	Taiwan, Province of China	2010
KP406190.1	HBV-B	Taiwan, Province of China	2010
KP406189.1	HBV-B	Taiwan, Province of China	2010
KP406188.1	HBV-B	Taiwan, Province of China	2010
KP406187.1	HBV-B	Taiwan, Province of China	2010
KP406186.1	HBV-B	Taiwan, Province of China	2010
KP406185.1	HBV-B	Taiwan, Province of China	2007
KP406184.1	HBV-B	Taiwan, Province of China	2007
KP406183.1	HBV-B	Taiwan, Province of China	2007
KP406182.1	HBV-B	Taiwan, Province of China	2007
KP406181.1	HBV-B	Taiwan, Province of China	2007
KP406180.1	HBV-B	Taiwan, Province of China	2007
KP406179.1	HBV-B	Taiwan, Province of China	2007
KP406178.1	HBV-B	Taiwan, Province of China	2007
KP406177.1	HBV-B	Taiwan, Province of China	2007
KP406176.1	HBV-B	Taiwan, Province of China	2007
KP406175.1	HBV-B	Taiwan, Province of China	2000
KP406174.1	HBV-B	Taiwan, Province of China	2000
KP406173.1	HBV-B	Taiwan, Province of China	2000
KP406172.1	HBV-B	Taiwan, Province of China	2000
KP406171.1	HBV-B	Taiwan, Province of China	2000
KP406170.1	HBV-B	Taiwan, Province of China	2000
KP406169.1	HBV-B	Taiwan, Province of China	2000
KP406168.1	HBV-B	Taiwan, Province of China	2000
KP406167.1	HBV-B	Taiwan, Province of China	2000
KP406166.1	HBV-B	Taiwan, Province of China	1997
KP406165.1	HBV-B	Taiwan, Province of China	1997
KP406164.1	HBV-B	Taiwan, Province of China	1997
KP406163.1	HBV-B	Taiwan, Province of China	1997
KP406162.1	HBV-B	Taiwan, Province of China	1997
KP406161.1	HBV-B	Taiwan, Province of China	2003
KP341013.1	HBV-B	Indonesia	2013
KP341012.1	HBV-B	Indonesia	2013
KP341011.1	HBV-B	Canada	2013
KP341010.1	HBV-B	Viet Nam	2013
KP341009.1	HBV-B	Indonesia	2013
KP341008.1	HBV-B	China	2013
KP341007.1	HBV-B	Japan	2013
KP322604.2	HBV-D	Tunisia	2013
KP322603.2	HBV-D	India	2013
KP322602.1	HBV-D	India	2013
KP322601.1	HBV-D	India	2013
KP322599.1	HBV-D	India	2013
KP276256.1	HBV-C	China	2014
KP276255.1	HBV-C	China	2014
KP276254.1	HBV-C	China	2014
KP276253.1	HBV-C	China	2014
KP274928.1	HBV-A	Belgium	2006
KP274927.1	HBV-A	Belgium	2004
KP274926.1	HBV-G	Belgium	2002
KP274925.1	HBV-A	Belgium	2001
KP234053.1	HBV-A	Haiti	2013
KP234052.1	HBV-A	Cameroon	2013
KP234051.1	HBV-A	Belgium	2013
KP234050.1	HBV-A	South Africa	2013
KP168435.1	HBV-A	Kenya	2012
KP168434.1	HBV-A	Kenya	2012
KP168433.1	HBV-A	Kenya	2012
KP168432.1	HBV-A	Kenya	2012
KP168431.1	HBV-A	Kenya	2012
KP168430.1	HBV-A	Kenya	2012
KP168429.1	HBV-A	Kenya	2012
KP168428.1	HBV-A	Kenya	2012
KP168427.1	HBV-A	Kenya	2012
KP168426.1	HBV-A	Kenya	2012
KP168425.1	HBV-A	Kenya	2012
KP168424.1	HBV-A	Kenya	2012
KP168423.1	HBV-A	Kenya	2012
KP168422.1	HBV-A	Kenya	2012
KP168421.1	HBV-D	Kenya	2012
KP168420.1	HBV-D	Kenya	2012
KP168419.1	HBV-D	Kenya	2012
KP168418.1	HBV-D	Kenya	2012
KP168417.1	HBV-D	Kenya	2012
KP168416.1	HBV-D	Kenya	2012
KP148587.1	HBV-I	China	2011
KP148585.1	HBV-I	China	2011
KP148584.1	HBV-I	China	2011
KP148583.1	HBV-B	China	2011
KP148582.1	HBV-B	China	2011
KP148581.1	HBV-B	China	2011
KP148580.1	HBV-B	China	2011
KP148579.1	HBV-B	China	2011
KP148578.1	HBV-C	China	2012
KP148577.1	HBV-C	China	2012
KP148576.1	HBV-C	China	2012
KP148575.1	HBV-C	China	2013
KP148574.1	HBV-C	China	2013
KP148573.1	HBV-C	China	2013
KP148572.1	HBV-C	China	2013
KP148571.1	HBV-C	China	2013
KP148570.1	HBV-C	China	2013
KP148569.1	HBV-C	China	2013
KP148568.1	HBV-C	China	2013
KP148567.1	HBV-C	China	2013
KP148566.1	HBV-C	China	2013
KP148565.1	HBV-C	China	2013
KP148564.1	HBV-C	China	2013
KP148563.1	HBV-C	China	2013
KP148562.1	HBV-C	China	2013
KP148561.1	HBV-C	China	2013
KP148560.1	HBV-C	China	2013
KP148559.1	HBV-C	China	2013
KP148558.1	HBV-C	China	2013
KP148557.1	HBV-C	China	2013
KP148556.1	HBV-C	China	2013
KP148555.1	HBV-C	China	2013
KP148554.1	HBV-C	China	2013
KP148553.1	HBV-C	China	2013
KP148552.1	HBV-C	China	2013
KP148551.1	HBV-C	China	2013
KP148550.1	HBV-C	China	2013
KP148549.1	HBV-C	China	2013
KP148548.1	HBV-C	China	2013
KP148547.1	HBV-C	China	2013
KP148546.1	HBV-C	China	2013
KP148545.1	HBV-C	China	2013
KP148544.1	HBV-C	China	2013
KP148543.1	HBV-C	China	2013
KP148542.1	HBV-C	China	2013
KP148541.1	HBV-C	China	2013
KP148540.1	HBV-C	China	2013
KP148539.1	HBV-C	China	2013
KP148538.1	HBV-C	China	2012
KP148537.1	HBV-C	China	2012
KP148536.1	HBV-C	China	2012
KP148535.1	HBV-C	China	2012
KP148534.1	HBV-C	China	2012
KP148533.1	HBV-C	China	2012
KP148532.1	HBV-C	China	2012
KP148531.1	HBV-C	China	2012
KP148530.1	HBV-C	China	2012
KP148529.1	HBV-C	China	2012
KP148528.1	HBV-C	China	2012
KP148527.1	HBV-C	China	2012
KP148526.1	HBV-C	China	2012
KP148525.1	HBV-C	China	2012
KP148524.1	HBV-C	China	2012
KP148523.1	HBV-C	China	2012
KP148522.1	HBV-C	China	2012
KP148521.1	HBV-C	China	2012
KP148520.1	HBV-C	China	2012
KP148519.1	HBV-C	China	2012
KP148518.1	HBV-C	China	2012
KP148517.1	HBV-C	China	2012
KP148516.1	HBV-C	China	2012
KP148515.1	HBV-C	China	2012
KP148514.1	HBV-C	China	2012
KP148513.1	HBV-C	China	2012
KP148512.1	HBV-C	China	2012
KP148511.1	HBV-C	China	2012
KP148510.1	HBV-I	China	2012
KP148509.1	HBV-I	China	2012
KP148508.1	HBV-I	China	2012
KP148507.1	HBV-I	China	2012
KP148506.1	HBV-I	China	2012
KP148505.1	HBV-I	China	2012
KP148504.1	HBV-I	China	2012
KP148503.1	HBV-I	China	2012
KP148502.1	HBV-I	China	2012
KP148501.1	HBV-I	China	2012
KP148500.1	HBV-I	China	2012
KP148499.1	HBV-I	China	2012
KP148498.1	HBV-I	China	2012
KP148496.1	HBV-I	China	2012
KP148495.1	HBV-I	China	2012
KP148494.1	HBV-I	China	2012
KP148493.1	HBV-C	China	2011
KP148492.1	HBV-C	China	2011
KP148491.1	HBV-C	China	2011
KP148490.1	HBV-C	China	2011
KP148489.1	HBV-C	China	2011
KP148488.1	HBV-C	China	2011
KP148487.1	HBV-C	China	2011
KP148486.1	HBV-C	China	2011
KP148485.1	HBV-C	China	2011
KP148484.1	HBV-C	China	2011
KP148483.1	HBV-C	China	2011
KP148482.1	HBV-C	China	2011
KP148481.1	HBV-C	China	2011
KP148480.1	HBV-C	China	2011
KP148479.1	HBV-C	China	2011
KP148478.1	HBV-C	China	2011
KP148477.1	HBV-C	China	2011
KP148476.1	HBV-C	China	2011
KP148475.1	HBV-C	China	2011
KP148474.1	HBV-C	China	2011
KP148473.1	HBV-C	China	2011
KP148472.1	HBV-C	China	2011
KP148471.1	HBV-C	China	2011
KP148470.1	HBV-C	China	2011
KP148469.1	HBV-C	China	2011
KP148468.1	HBV-C	China	2011
KP148467.1	HBV-C	China	2011
KP148466.1	HBV-C	China	2011
KP148465.1	HBV-C	China	2011
KP148464.1	HBV-C	China	2011
KP148463.1	HBV-C	China	2011
KP148462.1	HBV-C	China	2011
KP148461.1	HBV-B	China	2013
KP148460.1	HBV-B	China	2013
KP148459.1	HBV-B	China	2013
KP148458.1	HBV-B	China	2013
KP148457.1	HBV-B	China	2013
KP148456.1	HBV-B	China	2013
KP148455.1	HBV-B	China	2013
KP148454.1	HBV-B	China	2013
KP148453.1	HBV-B	China	2011
KP148452.1	HBV-B	China	2011
KP148451.1	HBV-B	China	2011
KP148450.1	HBV-I	China	2012
KP148449.1	HBV-I	China	2012
KP148448.1	HBV-I	China	2012
KP148447.1	HBV-I	China	2012
KP148446.1	HBV-I	China	2012
KP148445.1	HBV-I	China	2012
KP148444.1	HBV-I	China	2012
KP148443.1	HBV-I	China	2012
KP148442.1	HBV-I	China	2012
KP148441.1	HBV-I	China	2012
KP148440.1	HBV-B	China	2011
KP148439.1	HBV-B	China	2011
KP148438.1	HBV-B	China	2011
KP148437.1	HBV-B	China	2011
KP148436.1	HBV-B	China	2011
KP148435.1	HBV-B	China	2011
KP148434.1	HBV-B	China	2011
KP148433.1	HBV-B	China	2011
KP148432.1	HBV-B	China	2012
KP148431.1	HBV-B	China	2012
KP148430.1	HBV-B	China	2012
KP148429.1	HBV-B	China	2012
KP148428.1	HBV-B	China	2012
KP148427.1	HBV-B	China	2012
KP148426.1	HBV-B	China	2012
KP148425.1	HBV-B	China	2012
KP148424.1	HBV-B	China	2012
KP148423.1	HBV-B	China	2012
KP148422.1	HBV-B	China	2012
KP148421.1	HBV-B	China	2012
KP148420.1	HBV-B	China	2012
KP148419.1	HBV-B	China	2012
KP148418.1	HBV-B	China	2012
KP148417.1	HBV-B	China	2012
KP148416.1	HBV-B	China	2012
KP148415.1	HBV-B	China	2012
KP148414.1	HBV-B	China	2012
KP148413.1	HBV-B	China	2012
KP148412.1	HBV-B	China	2012
KP148411.1	HBV-B	China	2012
KP148410.1	HBV-B	China	2012
KP148409.1	HBV-B	China	2012
KP148408.1	HBV-B	China	2012
KP148407.1	HBV-B	China	2012
KP148406.1	HBV-B	China	2012
KP148405.1	HBV-B	China	2012
KP148404.1	HBV-B	China	2012
KP148403.1	HBV-B	China	2013
KP148402.1	HBV-B	China	2013
KP148401.1	HBV-B	China	2013
KP148400.1	HBV-B	China	2013
KP148399.1	HBV-B	China	2013
KP148398.1	HBV-B	China	2013
KP148397.1	HBV-B	China	2013
KP148396.1	HBV-B	China	2013
KP148395.1	HBV-B	China	2013
KP148394.1	HBV-B	China	2013
KP148393.1	HBV-B	China	2013
KP148392.1	HBV-B	China	2013
KP148391.1	HBV-B	China	2013
KP148390.1	HBV-B	China	2013
KP148389.1	HBV-B	China	2013
KP148388.1	HBV-B	China	2013
KP148387.1	HBV-B	China	2013
KP148386.1	HBV-B	China	2013
KP148385.1	HBV-B	China	2013
KP148384.1	HBV-B	China	2013
KP148383.1	HBV-B	China	2013
KP148382.1	HBV-B	China	2013
KP148381.1	HBV-B	China	2013
KP148380.1	HBV-B	China	2013
KP148379.1	HBV-B	China	2013
KP148378.1	HBV-B	China	2013
KP148377.1	HBV-B	China	2013
KP148376.1	HBV-B	China	2013
KP148375.1	HBV-B	China	2013
KP148374.1	HBV-B	China	2011
KP148373.1	HBV-B	China	2011
KP148372.1	HBV-B	China	2011
KP148371.1	HBV-B	China	2011
KP148370.1	HBV-B	China	2011
KP148369.1	HBV-B	China	2011
KP148368.1	HBV-B	China	2011
KP148367.1	HBV-B	China	2011
KP148366.1	HBV-B	China	2013
KP148365.1	HBV-B	China	2013
KP148364.1	HBV-B	China	2013
KP148363.1	HBV-B	China	2013
KP148362.1	HBV-B	China	2013
KP148361.1	HBV-B	China	2013
KP148360.1	HBV-B	China	2013
KP148359.1	HBV-B	China	2013
KP148358.1	HBV-B	China	2013
KP148357.1	HBV-B	China	2013
KP148356.1	HBV-B	China	2013
KP148355.1	HBV-C	China	2011
KP148354.1	HBV-C	China	2011
KP148353.1	HBV-C	China	2011
KP148352.1	HBV-C	China	2011
KP148351.1	HBV-C	China	2011
KP148350.1	HBV-C	China	2011
KP148349.1	HBV-B	China	2011
KP148348.1	HBV-B	China	2011
KP148347.1	HBV-B	China	2011
KP148346.1	HBV-B	China	2011
KP148345.1	HBV-B	China	2011
KP148344.1	HBV-B	China	2011
KP148343.1	HBV-B	China	2011
KP148342.1	HBV-B	China	2011
KP148341.1	HBV-B	China	2011
KP148340.1	HBV-B	China	2011
KP148339.1	HBV-B	China	2011
KP148338.1	HBV-B	China	2011
KP148337.1	HBV-B	China	2011
KP148336.1	HBV-B	China	2011
KP148335.1	HBV-B	China	2013
KP148334.1	HBV-B	China	2013
KP148333.1	HBV-B	China	2013
KP148332.1	HBV-B	China	2013
KP148331.1	HBV-B	China	2013
KP148330.1	HBV-B	China	2013
KP148329.1	HBV-B	China	2013
KP148328.1	HBV-B	China	2013
KP148327.1	HBV-B	China	2013
KP148326.1	HBV-B	China	2013
KP148325.1	HBV-B	China	2013
KP148324.1	HBV-B	China	2013
KP148323.1	HBV-B	China	2013
KP148322.1	HBV-B	China	2013
KP148321.1	HBV-B	China	2013
KP148320.1	HBV-B	China	2013
KP148319.1	HBV-B	China	2013
KP148318.1	HBV-B	China	2011
KP148317.1	HBV-B	China	2011
KP148316.1	HBV-B	China	2012
KP148315.1	HBV-C	China	2010
KP148314.1	HBV-B	China	2013
KP090181.1	HBV-D	Brazil	2003
KP090180.1	HBV-D	Brazil	2003
KP090179.1	HBV-D	Brazil	2003
KP090178.1	HBV-D	Brazil	2003
KP090177.1	HBV-D	Brazil	2003
KP036970.1	HBV-B	China	2013
KP027477.1	HBV-C	China	2011
KP017272.1	HBV-C	Taiwan, Province of China	2013
KP017271.1	HBV-C	Malaysia	2013
KP017270.1	HBV-B	Korea, Republic of	2013
KP017269.1	HBV-C	Japan	2013
KP017268.1	HBV-C	China	2013
KP017267.1	HBV-C	Hong Kong	2013
KP017266.1	HBV-C	India	2013
KM999993.1	HBV-C	Indonesia	2013
KM999992.1	HBV-C	Philippines	2013
KM999991.1	HBV-C	China	2013
KM999990.1	HBV-C	Thailand	2013
KM998716.3	HBV-G	Mexico	2011
KM998715.2	HBV-F	Mexico	2011
KM875430.1	HBV-C	Hong Kong	2012
KM875428.1	HBV-C	Hong Kong	2012
KM875427.1	HBV-B	Hong Kong	2012
KM875426.1	HBV-B	Hong Kong	2012
KM875425.1	HBV-C	Hong Kong	2012
KM875424.1	HBV-C	Hong Kong	2012
KM875423.1	HBV-C	Hong Kong	2012
KM875422.1	HBV-C	Hong Kong	2012
KM875420.1	HBV-B	Hong Kong	2012
KM875419.1	HBV-B	Hong Kong	2012
KM875418.1	HBV-B	Hong Kong	2012
KM875417.1	HBV-B	Hong Kong	2012
KM875416.1	HBV-B	Hong Kong	2012
KM875415.1	HBV-C	Hong Kong	2012
KM875413.1	HBV-C	Hong Kong	2012
KM875412.1	HBV-C	Hong Kong	2012
KM875410.1	HBV-C	Hong Kong	2012
KM875409.1	HBV-B	Hong Kong	2012
KM875408.1	HBV-B	Hong Kong	2012
KM875407.1	HBV-C	Hong Kong	2012
KM875406.1	HBV-C	Hong Kong	2012
KM875405.1	HBV-C	Hong Kong	2012
KM875404.1	HBV-C	Hong Kong	2012
KM577671.1	HBV-D	Iran, Islamic Republic of	2006
KM577670.1	HBV-D	Iran, Islamic Republic of	2006
KM577669.1	HBV-D	Iran, Islamic Republic of	2006
KM577668.1	HBV-D	Iran, Islamic Republic of	2006
KM577667.1	HBV-D	Iran, Islamic Republic of	2006
KM577666.1	HBV-D	Iran, Islamic Republic of	2006
KM577665.1	HBV-D	Iran, Islamic Republic of	2006
KM577664.1	HBV-D	Iran, Islamic Republic of	2006
KM577663.1	HBV-D	Iran, Islamic Republic of	2006
KM392084.1	HBV-B	Taiwan, Province of China	2000
KM392083.1	HBV-B	Taiwan, Province of China	2000
KM392082.1	HBV-B	Taiwan, Province of China	2000
KM392081.1	HBV-B	Taiwan, Province of China	2000
KM392080.1	HBV-B	Taiwan, Province of China	2000
KM392079.1	HBV-B	Taiwan, Province of China	2000
KM392078.1	HBV-B	Taiwan, Province of China	2000
KM392077.1	HBV-B	Taiwan, Province of China	2000
KM392076.1	HBV-B	Taiwan, Province of China	2000
KM392075.1	HBV-B	Taiwan, Province of China	2000
KM392074.1	HBV-B	Taiwan, Province of China	2000
KM392073.1	HBV-B	Taiwan, Province of China	2000
KM392072.1	HBV-B	Taiwan, Province of China	2000
KM392071.1	HBV-B	Taiwan, Province of China	2000
KM386676.1	HBV-D	Argentina	2009
KM359477.1	HBV-C	Taiwan, Province of China	2000
KM359442.1	HBV-D	Argentina	2009
KM359441.1	HBV-C	Argentina	2007
KM359440.1	HBV-B	Argentina	2003
KM243029.1	HBV-A	India	2013
KM233681.1	HBV-F	Chile	2008
KM229703.1	HBV-C	China	2014
KM213037.1	HBV-C	China	2012
KM213036.1	HBV-B	China	2012
KM213035.1	HBV-B	China	2012
KM213034.1	HBV-B	China	2012
KM213033.1	HBV-C	China	2012
KM213032.1	HBV-B	China	2012
KM108626.1	HBV-E	Sudan	2011
KM108625.1	HBV-E	Sudan	2011
KM108624.1	HBV-E	Sudan	2011
KM108623.1	HBV-E	Sudan	2011
KM108622.1	HBV-E	Sudan	2011
KM108621.1	HBV-D	Sudan	2011
KM108620.1	HBV-D	Sudan	2011
KM108619.1	HBV-D	Sudan	2011
KM108604.1	HBV-D	Sudan	2011
KM108603.1	HBV-D	Sudan	2011
KM108602.1	HBV-D	Sudan	2011
KM108601.1	HBV-D	Sudan	2011
KM108600.1	HBV-D	Sudan	2011
KM108599.1	HBV-D	Sudan	2011
KM108598.1	HBV-D	Sudan	2011
KM108597.1	HBV-D	Sudan	2011
KM108596.1	HBV-D	Sudan	2011
KM108595.1	HBV-D	Sudan	2011
KM108594.1	HBV-D	Sudan	2011
KM108593.1	HBV-D	Sudan	2011
KM108592.1	HBV-D	Sudan	2011
KM108591.1	HBV-D	Sudan	2011
KM108590.1	HBV-E	Sudan	2011
KM108589.1	HBV-E	Sudan	2011
KM108588.1	HBV-A	Sudan	2011
KJ854710.1	HBV-A	Brazil	2007
KJ854709.1	HBV-A	Brazil	2007
KJ854708.1	HBV-A	Brazil	2007
KJ854707.1	HBV-A	Brazil	2007
KJ854706.1	HBV-A	Brazil	2007
KJ854705.1	HBV-A	Brazil	2007
KJ854704.1	HBV-A	Brazil	2007
KJ854703.1	HBV-A	Brazil	2007
KJ854702.1	HBV-A	Brazil	2007
KJ854701.1	HBV-A	Brazil	2007
KJ854700.1	HBV-A	Brazil	2007
KJ854699.1	HBV-A	Brazil	2007
KJ854698.1	HBV-A	Brazil	2007
KJ854697.1	HBV-A	Brazil	2007
KJ854696.1	HBV-A	Brazil	2007
KJ854695.1	HBV-A	Brazil	2007
KJ854694.1	HBV-A	Brazil	2007
KJ854693.1	HBV-A	Brazil	2007
KJ854692.1	HBV-A	Brazil	2007
KJ854691.1	HBV-A	Brazil	2007
KJ854690.1	HBV-A	Brazil	2007
KJ854689.1	HBV-A	Brazil	2007
KJ854688.1	HBV-A	Brazil	2007
KJ854687.1	HBV-A	Brazil	2007
KJ854686.1	HBV-A	Brazil	2007
KJ854685.1	HBV-A	Brazil	2007
KJ843226.1	HBV-F	Argentina	2011
KJ843225.1	HBV-F	Argentina	2013
KJ843224.1	HBV-F	Argentina	2006
KJ843223.1	HBV-F	Argentina	2006
KJ843222.1	HBV-F	Argentina	2007
KJ843221.1	HBV-F	Argentina	2006
KJ843220.1	HBV-F	Argentina	2008
KJ843219.1	HBV-F	Argentina	2009
KJ843218.1	HBV-A	Argentina	2013
KJ843217.1	HBV-A	Argentina	2013
KJ843216.1	HBV-A	Argentina	2003
KJ843215.1	HBV-A	Argentina	2004
KJ843214.1	HBV-A	Argentina	2001
KJ843213.1	HBV-F	Argentina	2003
KJ843212.1	HBV-F	Argentina	2004
KJ843211.1	HBV-F	Argentina	2004
KJ843210.1	HBV-F	Argentina	2000
KJ843209.1	HBV-F	Argentina	2012
KJ843208.1	HBV-F	Argentina	2001
KJ843207.1	HBV-F	Argentina	2001
KJ843206.1	HBV-F	Argentina	2003
KJ843205.1	HBV-F	Argentina	2001
KJ843204.1	HBV-F	Argentina	2003
KJ843203.1	HBV-F	Argentina	2001
KJ843202.1	HBV-F	Argentina	2002
KJ843201.1	HBV-F	Argentina	2003
KJ843200.1	HBV-F	Argentina	2003
KJ843199.1	HBV-F	Argentina	2004
KJ843198.1	HBV-F	Argentina	2003
KJ843197.1	HBV-F	Argentina	2002
KJ843196.1	HBV-F	Argentina	2003
KJ843195.1	HBV-F	Argentina	2013
KJ843194.1	HBV-F	Argentina	2013
KJ843193.1	HBV-F	Argentina	2013
KJ843192.1	HBV-A	Argentina	2010
KJ843191.1	HBV-F	Argentina	2012
KJ843190.1	HBV-F	Argentina	2012
KJ843189.1	HBV-F	Argentina	2012
KJ843188.1	HBV-A	Argentina	2012
KJ843187.1	HBV-D	Argentina	2011
KJ843186.1	HBV-A	Argentina	2013
KJ843185.1	HBV-F	Argentina	2013
KJ843184.1	HBV-A	Argentina	2013
KJ843183.1	HBV-A	Argentina	2011
KJ843182.1	HBV-A	Argentina	2012
KJ843181.1	HBV-F	Argentina	2012
KJ843180.1	HBV-F	Argentina	2012
KJ843179.1	HBV-F	Argentina	2012
KJ843178.1	HBV-F	Argentina	2013
KJ843177.1	HBV-F	Argentina	2012
KJ843176.1	HBV-F	Argentina	2012
KJ843175.1	HBV-F	Argentina	2012
KJ843174.1	HBV-F	Argentina	2010
KJ843173.1	HBV-A	Argentina	2013
KJ843172.1	HBV-A	Argentina	2010
KJ843171.1	HBV-F	Argentina	2013
KJ843170.1	HBV-F	Argentina	2013
KJ843169.1	HBV-F	Argentina	2012
KJ843168.1	HBV-F	Argentina	2010
KJ843167.1	HBV-F	Argentina	2011
KJ843166.1	HBV-A	Argentina	2013
KJ843165.1	HBV-B	Argentina	2012
KJ843164.1	HBV-F	Argentina	2013
KJ843163.1	HBV-F	Argentina	2011
KJ803827.1	HBV-C	Malaysia	2012
KJ803826.1	HBV-C	Malaysia	2013
KJ803825.1	HBV-B	Malaysia	2012
KJ803824.1	HBV-B	Malaysia	2013
KJ803823.1	HBV-C	Malaysia	2013
KJ803822.1	HBV-C	Malaysia	2013
